customer_id,utm_source,utm_medium,utm_campaign,created
cus_00458,google,organic,camp_8,2024-04-04 06:49:29
cus_00459,facebook,email,camp_4,2025-05-11 05:59:43
cus_00460,twitter,email,camp_10,2023-07-17 17:37:59
cus_00461,google,organic,camp_4,2023-10-26 00:19:01
cus_00462,linkedin,cpc,camp_7,2024-10-15 03:22:31
cus_00463,twitter,email,camp_4,2024-08-11 23:33:37
cus_00464,linkedin,email,camp_9,2023-09-28 08:12:34
cus_00465,linkedin,cpc,camp_6,2025-06-03 01:46:54
cus_00466,google,email,camp_5,2024-04-12 12:13:28
cus_00467,twitter,email,camp_7,2024-09-22 19:34:46
cus_00468,email,cpc,camp_8,2025-05-01 04:34:47
cus_00469,google,cpc,camp_9,2023-01-01 15:08:04
cus_00470,google,referral,camp_6,2024-04-17 01:16:45
cus_00471,twitter,organic,camp_5,2024-03-21 16:55:07
cus_00472,twitter,organic,camp_5,2023-11-23 12:10:42
cus_00473,linkedin,cpc,camp_6,2024-10-29 19:23:30
cus_00474,twitter,cpc,camp_9,2025-06-19 23:23:59
cus_00475,linkedin,email,camp_8,2024-05-15 14:19:19
cus_00476,google,referral,camp_8,2024-12-23 08:00:58
cus_00477,facebook,referral,camp_2,2024-11-17 06:58:35
cus_00478,email,cpc,camp_8,2024-11-17 20:54:43
cus_00479,google,email,camp_6,2023-11-28 23:21:56
cus_00480,twitter,email,camp_4,2025-03-05 01:56:52
cus_00481,email,organic,camp_6,2025-01-05 01:39:34
cus_00482,facebook,organic,camp_6,2023-09-21 14:33:13
cus_00483,facebook,email,camp_7,2023-05-12 17:24:24
cus_00484,linkedin,organic,camp_1,2024-03-16 20:19:26
cus_00485,email,cpc,camp_10,2025-03-11 17:26:37
cus_00486,linkedin,email,camp_4,2024-06-04 16:43:26
cus_00487,google,organic,camp_3,2023-05-26 01:43:37
cus_00488,email,referral,camp_1,2023-12-31 20:32:09
cus_00489,google,email,camp_5,2024-04-27 05:16:35
cus_00490,linkedin,email,camp_9,2023-12-15 23:12:39
cus_00491,email,referral,camp_10,2023-11-06 08:06:07
cus_00492,linkedin,cpc,camp_10,2023-08-17 21:45:14
cus_00493,email,referral,camp_7,2023-02-07 22:38:40
cus_00494,linkedin,email,camp_5,2023-03-13 18:58:20
cus_00495,facebook,cpc,camp_3,2024-01-16 08:23:29
cus_00496,linkedin,organic,camp_4,2025-01-08 02:22:00
cus_00497,facebook,organic,camp_6,2023-04-24 03:13:59
cus_00498,linkedin,organic,camp_4,2024-12-08 11:08:43
cus_00499,email,email,camp_7,2024-10-05 19:28:50
cus_00500,email,referral,camp_10,2025-06-13 06:34:00
cus_00501,email,cpc,camp_4,2023-10-30 01:04:15
cus_00502,twitter,organic,camp_8,2024-08-19 11:45:17
cus_00503,google,cpc,camp_9,2025-02-06 23:43:00
cus_00504,email,email,camp_6,2024-09-12 20:08:19
cus_00505,facebook,organic,camp_5,2024-01-15 00:23:57
cus_00506,email,email,camp_8,2023-08-18 05:51:30
cus_00507,twitter,referral,camp_8,2023-01-09 14:43:32
cus_00508,facebook,email,camp_8,2023-06-15 13:51:44
cus_00509,twitter,email,camp_3,2024-10-22 10:35:56
cus_00510,facebook,referral,camp_6,2023-12-06 22:59:20
cus_00511,linkedin,cpc,camp_3,2023-10-01 05:31:50
cus_00512,google,referral,camp_3,2025-03-15 14:51:52
cus_00513,google,referral,camp_9,2024-12-22 15:40:30
cus_00514,twitter,email,camp_8,2023-03-20 00:16:37
cus_00515,google,cpc,camp_3,2025-05-15 21:35:39
cus_00516,twitter,organic,camp_9,2024-01-23 02:47:06
cus_00517,twitter,referral,camp_1,2023-07-08 12:34:35
cus_00518,twitter,cpc,camp_9,2024-12-10 02:07:49
cus_00519,google,referral,camp_1,2023-07-27 03:14:31
cus_00520,twitter,referral,camp_2,2024-12-22 19:09:19
cus_00521,google,referral,camp_1,2025-04-05 02:01:54
cus_00522,twitter,referral,camp_1,2025-05-18 06:14:42
cus_00523,email,email,camp_7,2025-07-14 00:04:17
cus_00524,twitter,cpc,camp_3,2024-05-07 21:43:30
cus_00525,facebook,cpc,camp_4,2024-11-18 12:19:59
cus_00526,twitter,cpc,camp_2,2025-02-23 03:29:38
cus_00527,linkedin,referral,camp_3,2024-10-24 22:02:54
cus_00528,twitter,email,camp_1,2025-05-01 02:08:48
cus_00529,facebook,referral,camp_4,2024-11-23 16:51:51
cus_00530,facebook,referral,camp_9,2023-09-05 05:50:12
cus_00531,google,cpc,camp_8,2025-01-07 09:08:44
cus_00532,email,referral,camp_6,2024-11-30 03:49:00
cus_00533,twitter,organic,camp_1,2024-02-07 15:21:40
cus_00534,google,referral,camp_10,2024-01-20 01:45:55
cus_00535,email,organic,camp_10,2024-03-06 18:54:59
cus_00536,twitter,referral,camp_8,2025-03-20 19:27:56
cus_00537,linkedin,email,camp_8,2025-01-22 19:05:10
cus_00538,twitter,email,camp_1,2024-01-07 15:43:56
cus_00539,facebook,cpc,camp_1,2024-03-02 13:44:05
cus_00540,facebook,referral,camp_9,2024-11-14 07:38:20
cus_00541,linkedin,organic,camp_9,2023-05-01 08:47:19
cus_00542,google,organic,camp_7,2024-03-19 20:43:03
cus_00543,email,referral,camp_1,2023-12-31 06:33:15
cus_00544,twitter,organic,camp_1,2024-02-27 02:16:24
cus_00545,facebook,email,camp_9,2024-06-05 17:18:13
cus_00546,google,organic,camp_5,2024-05-11 15:38:11
cus_00547,linkedin,cpc,camp_9,2025-04-19 02:20:04
cus_00548,facebook,email,camp_5,2023-05-06 04:09:10
cus_00549,linkedin,email,camp_1,2023-08-03 22:57:32
cus_00550,twitter,email,camp_9,2023-08-23 07:22:28
cus_00551,email,referral,camp_7,2023-12-26 06:03:10
cus_00552,facebook,referral,camp_3,2024-08-18 00:35:26
cus_00553,facebook,email,camp_2,2023-08-26 08:59:35
cus_00554,twitter,referral,camp_2,2023-11-29 08:44:29
cus_00555,google,organic,camp_9,2023-04-10 18:37:30
cus_00556,email,referral,camp_3,2024-10-06 11:23:46
cus_00557,facebook,referral,camp_4,2024-09-25 04:24:21
cus_00558,email,email,camp_4,2024-05-29 00:09:08
cus_00559,facebook,cpc,camp_10,2025-04-22 22:00:34
cus_00560,email,cpc,camp_9,2024-12-24 18:55:01
cus_00561,linkedin,cpc,camp_5,2024-10-07 21:11:13
cus_00562,facebook,organic,camp_6,2023-04-07 17:26:02
cus_00563,email,referral,camp_5,2023-11-18 07:20:41
cus_00564,google,cpc,camp_7,2024-10-14 16:05:08
cus_00565,linkedin,email,camp_2,2024-08-28 00:44:52
cus_00566,linkedin,cpc,camp_6,2025-06-26 08:03:31
cus_00567,google,cpc,camp_7,2023-01-31 08:12:14
cus_00568,email,referral,camp_8,2025-06-13 07:17:30
cus_00569,twitter,referral,camp_10,2024-08-13 21:37:57
cus_00570,google,referral,camp_4,2025-01-10 23:05:36
cus_00571,email,organic,camp_4,2023-01-10 03:49:18
cus_00572,google,organic,camp_5,2024-06-30 10:31:07
cus_00573,google,cpc,camp_2,2024-04-08 21:05:11
cus_00574,facebook,referral,camp_1,2024-08-28 19:45:21
cus_00575,email,cpc,camp_2,2024-10-12 22:14:44
cus_00576,twitter,email,camp_7,2025-04-16 02:19:01
cus_00577,facebook,email,camp_7,2025-04-28 09:17:17
cus_00578,google,referral,camp_7,2023-12-09 14:16:42
cus_00579,google,referral,camp_9,2025-01-28 10:30:51
cus_00580,google,email,camp_8,2023-12-07 20:37:53
cus_00581,email,referral,camp_1,2024-02-28 23:45:57
cus_00582,email,organic,camp_1,2024-11-08 01:08:34
cus_00583,facebook,organic,camp_3,2025-01-24 10:02:45
cus_00584,twitter,referral,camp_2,2023-02-15 02:07:25
cus_00585,facebook,email,camp_8,2024-08-27 01:38:50
cus_00586,linkedin,cpc,camp_7,2024-06-06 03:49:03
cus_00587,google,referral,camp_6,2024-09-20 02:01:04
cus_00588,google,referral,camp_10,2023-09-14 09:18:48
cus_00589,google,cpc,camp_2,2024-12-27 01:34:03
cus_00590,facebook,referral,camp_9,2023-07-18 06:18:32
cus_00591,facebook,cpc,camp_1,2025-04-09 17:34:20
cus_00592,google,email,camp_4,2023-02-11 21:22:55
cus_00593,facebook,organic,camp_4,2024-09-04 02:08:23
cus_00594,email,email,camp_10,2025-07-08 11:21:43
cus_00595,email,organic,camp_8,2025-05-26 18:03:29
cus_00596,facebook,cpc,camp_5,2023-02-12 02:26:15
cus_00597,google,organic,camp_1,2023-05-11 09:47:17
cus_00598,facebook,email,camp_2,2024-10-27 19:50:32
cus_00599,facebook,organic,camp_5,2023-07-30 19:14:36
cus_00600,facebook,cpc,camp_9,2024-12-18 05:21:56
cus_00601,linkedin,organic,camp_10,2023-10-10 07:20:57
cus_00602,email,referral,camp_1,2023-03-20 02:44:49
cus_00603,twitter,email,camp_3,2024-02-09 03:19:49
cus_00604,twitter,referral,camp_6,2024-08-11 22:00:59
cus_00605,linkedin,cpc,camp_1,2024-05-23 12:35:31
cus_00606,facebook,organic,camp_4,2023-11-25 19:16:02
cus_00607,linkedin,referral,camp_10,2024-12-07 08:25:10
cus_00608,linkedin,referral,camp_3,2024-05-22 17:41:41
cus_00609,google,organic,camp_7,2024-06-08 06:55:56
cus_00610,email,organic,camp_2,2024-08-11 22:50:59
cus_00611,twitter,email,camp_5,2024-03-08 06:09:30
cus_00612,facebook,referral,camp_3,2024-10-16 21:04:33
cus_00613,twitter,referral,camp_10,2024-01-27 21:21:51
cus_00614,twitter,cpc,camp_4,2023-05-08 05:41:08
cus_00615,email,email,camp_10,2024-12-31 14:18:35
cus_00616,twitter,cpc,camp_7,2023-01-31 02:39:40
cus_00617,twitter,referral,camp_9,2025-04-17 22:59:59
cus_00618,linkedin,cpc,camp_6,2023-03-22 21:53:31
cus_00619,email,referral,camp_7,2024-06-27 15:28:02
cus_00620,google,referral,camp_3,2023-12-15 07:36:29
cus_00621,facebook,cpc,camp_2,2023-04-17 14:16:41
cus_00622,twitter,cpc,camp_9,2023-03-04 12:55:55
cus_00623,facebook,organic,camp_6,2023-02-18 04:52:55
cus_00624,google,organic,camp_1,2024-01-20 03:23:23
cus_00625,facebook,organic,camp_2,2023-11-06 16:42:17
cus_00626,google,referral,camp_7,2023-02-01 15:49:19
cus_00627,linkedin,cpc,camp_4,2023-08-25 17:13:32
cus_00628,twitter,email,camp_2,2024-01-06 13:36:00
cus_00629,google,referral,camp_6,2023-07-16 01:51:32
cus_00630,facebook,email,camp_10,2025-01-05 15:38:09
cus_00631,twitter,cpc,camp_10,2023-06-27 16:44:51
cus_00632,linkedin,referral,camp_10,2025-05-26 02:18:35
cus_00633,twitter,email,camp_7,2023-12-05 14:18:25
cus_00634,google,email,camp_6,2024-12-23 09:43:24
cus_00635,linkedin,organic,camp_1,2024-02-03 01:27:26
cus_00636,facebook,organic,camp_5,2024-07-27 01:24:32
cus_00637,linkedin,organic,camp_8,2023-09-18 15:37:57
cus_00638,linkedin,referral,camp_8,2023-06-27 22:05:41
cus_00639,email,cpc,camp_4,2023-09-12 09:37:54
cus_00640,linkedin,cpc,camp_6,2024-04-28 04:22:17
cus_00641,linkedin,organic,camp_9,2023-06-17 22:12:48
cus_00642,twitter,organic,camp_7,2025-06-17 22:55:50
cus_00643,facebook,organic,camp_7,2023-02-09 21:21:39
cus_00644,twitter,email,camp_3,2024-04-29 14:36:32
cus_00645,twitter,organic,camp_10,2025-06-13 11:15:28
cus_00646,google,email,camp_7,2024-08-06 00:27:27
cus_00647,twitter,cpc,camp_2,2024-09-08 04:20:57
cus_00648,email,referral,camp_10,2023-11-05 02:16:12
cus_00649,email,referral,camp_5,2023-04-29 01:21:14
cus_00650,google,referral,camp_4,2025-07-08 19:00:29
cus_00651,facebook,referral,camp_2,2024-01-13 06:04:52
cus_00652,facebook,email,camp_2,2023-06-08 07:09:21
cus_00653,twitter,email,camp_5,2024-04-13 11:49:02
cus_00654,twitter,organic,camp_3,2023-07-08 01:15:35
cus_00655,twitter,email,camp_7,2025-05-29 03:29:41
cus_00656,facebook,organic,camp_3,2023-03-05 19:10:05
cus_00657,linkedin,organic,camp_7,2024-06-23 08:41:40
cus_00658,email,referral,camp_6,2025-04-07 14:10:56
cus_00659,linkedin,email,camp_6,2024-10-27 11:05:23
cus_00660,linkedin,email,camp_2,2024-07-29 15:53:01
cus_00661,facebook,organic,camp_2,2023-04-18 02:53:36
cus_00662,linkedin,organic,camp_1,2025-02-24 23:35:07
cus_00663,google,cpc,camp_5,2024-06-14 02:01:13
cus_00664,twitter,cpc,camp_8,2023-01-20 15:42:22
cus_00665,google,organic,camp_6,2024-10-14 12:55:29
cus_00666,email,cpc,camp_5,2025-01-31 12:02:39
cus_00667,twitter,cpc,camp_2,2023-06-13 22:46:27
cus_00668,linkedin,organic,camp_3,2024-11-04 10:55:25
cus_00669,email,organic,camp_2,2024-07-16 15:20:55
cus_00670,twitter,email,camp_3,2024-12-15 04:19:30
cus_00671,linkedin,organic,camp_7,2023-08-26 15:55:24
cus_00672,google,organic,camp_8,2024-11-07 12:08:15
cus_00673,twitter,referral,camp_9,2023-10-01 14:51:42
cus_00674,linkedin,email,camp_9,2025-03-21 12:07:42
cus_00675,google,email,camp_9,2024-02-24 13:24:05
cus_00676,email,email,camp_7,2025-04-16 00:32:24
cus_00677,email,referral,camp_2,2025-01-21 02:05:36
cus_00678,email,organic,camp_1,2024-12-23 03:45:01
cus_00679,email,email,camp_2,2024-11-07 15:23:38
cus_00680,facebook,email,camp_6,2025-07-09 09:03:17
cus_00681,twitter,cpc,camp_9,2024-02-21 22:30:39
cus_00682,twitter,email,camp_2,2024-05-15 16:23:08
cus_00683,facebook,organic,camp_10,2024-01-17 08:43:23
cus_00684,linkedin,organic,camp_10,2023-05-15 15:01:37
cus_00685,linkedin,cpc,camp_6,2024-03-09 07:11:55
cus_00686,email,email,camp_7,2024-12-01 07:07:00
cus_00687,google,email,camp_1,2024-01-14 19:53:16
cus_00688,linkedin,email,camp_5,2024-12-22 21:35:14
cus_00689,google,referral,camp_7,2025-06-04 05:32:04
cus_00690,twitter,email,camp_7,2024-08-11 17:44:43
cus_00691,google,organic,camp_2,2024-06-06 13:46:30
cus_00692,twitter,organic,camp_9,2023-02-14 14:00:48
cus_00693,facebook,referral,camp_4,2025-02-06 21:04:55
cus_00694,facebook,referral,camp_10,2024-05-19 21:24:23
cus_00695,email,email,camp_9,2023-10-10 11:28:52
cus_00696,linkedin,cpc,camp_3,2025-01-27 09:10:44
cus_00697,email,referral,camp_7,2023-11-26 12:24:04
cus_00698,twitter,referral,camp_3,2024-07-05 04:50:00
cus_00699,email,email,camp_3,2024-02-06 08:04:33
cus_00700,google,email,camp_5,2024-06-12 16:45:06
cus_00701,twitter,referral,camp_5,2024-03-10 10:25:26
cus_00702,facebook,cpc,camp_5,2024-03-05 04:02:20
cus_00703,linkedin,referral,camp_8,2025-05-13 09:23:29
cus_00704,twitter,email,camp_3,2023-01-16 18:27:39
cus_00705,twitter,email,camp_2,2025-03-13 13:15:35
cus_00706,google,referral,camp_3,2023-10-24 19:05:59
cus_00707,linkedin,cpc,camp_7,2023-05-13 23:52:57
cus_00708,facebook,referral,camp_5,2024-01-10 22:24:20
cus_00709,twitter,referral,camp_7,2024-09-23 08:44:19
cus_00710,twitter,email,camp_5,2025-01-28 23:30:08
cus_00711,google,cpc,camp_8,2025-05-12 10:28:09
cus_00712,email,organic,camp_2,2024-01-09 07:55:32
cus_00713,facebook,cpc,camp_6,2025-01-09 14:02:15
cus_00714,linkedin,referral,camp_5,2025-02-01 11:08:44
cus_00715,twitter,referral,camp_4,2024-11-27 05:09:29
cus_00716,twitter,referral,camp_8,2023-01-27 18:52:31
cus_00717,facebook,cpc,camp_10,2023-05-25 13:16:49
cus_00718,email,email,camp_10,2024-04-02 01:53:51
cus_00719,twitter,referral,camp_4,2023-12-11 05:42:45
cus_00720,facebook,referral,camp_8,2024-09-20 05:10:00
cus_00721,google,cpc,camp_2,2024-01-13 23:04:26
cus_00722,email,organic,camp_3,2024-04-20 16:11:17
cus_00723,linkedin,organic,camp_5,2025-06-22 09:57:49
cus_00724,twitter,email,camp_1,2024-07-27 06:04:46
cus_00725,facebook,email,camp_7,2025-01-05 04:25:47
cus_00726,google,referral,camp_6,2025-05-09 18:58:02
cus_00727,linkedin,cpc,camp_10,2025-04-04 18:12:15
cus_00728,facebook,referral,camp_7,2024-06-18 00:12:16
cus_00729,facebook,email,camp_6,2024-10-22 23:55:54
cus_00730,linkedin,cpc,camp_8,2025-05-04 23:58:10
cus_00731,google,cpc,camp_6,2024-05-28 20:47:36
cus_00732,google,email,camp_7,2024-06-30 12:26:49
cus_00733,email,organic,camp_10,2024-12-05 20:50:58
cus_00734,twitter,organic,camp_3,2024-02-25 20:29:47
cus_00735,linkedin,cpc,camp_5,2024-04-21 07:44:01
cus_00736,linkedin,referral,camp_6,2024-01-26 13:00:30
cus_00737,linkedin,organic,camp_10,2023-12-25 03:04:52
cus_00738,google,referral,camp_4,2023-07-07 10:22:38
cus_00739,twitter,organic,camp_8,2023-10-27 04:03:46
cus_00740,email,organic,camp_6,2024-05-05 04:28:48
cus_00741,facebook,referral,camp_3,2023-07-05 17:19:25
cus_00742,facebook,email,camp_7,2025-04-12 10:27:23
cus_00743,linkedin,organic,camp_6,2023-10-15 14:53:11
cus_00744,twitter,organic,camp_5,2023-10-25 13:09:54
cus_00745,google,referral,camp_8,2023-12-03 03:24:14
cus_00746,twitter,email,camp_10,2025-01-22 04:13:54
cus_00747,twitter,organic,camp_4,2024-03-05 12:39:11
cus_00748,google,organic,camp_6,2025-07-04 21:23:34
cus_00749,linkedin,email,camp_7,2025-03-25 23:52:48
cus_00750,twitter,organic,camp_5,2024-03-15 14:57:22
cus_00751,facebook,email,camp_7,2023-06-06 03:53:05
cus_00752,google,email,camp_6,2023-10-29 13:13:40
cus_00753,email,referral,camp_2,2024-04-05 04:52:07
cus_00754,linkedin,cpc,camp_10,2023-12-20 09:11:13
cus_00755,google,email,camp_4,2024-07-14 14:37:17
cus_00756,email,referral,camp_10,2023-10-06 18:03:56
cus_00757,email,cpc,camp_9,2024-04-14 13:21:09
cus_00758,twitter,organic,camp_3,2023-01-22 23:29:21
cus_00759,twitter,cpc,camp_9,2025-04-09 17:59:58
cus_00760,twitter,email,camp_1,2023-07-16 15:21:17
cus_00761,google,email,camp_8,2024-03-02 03:04:03
cus_00762,google,email,camp_4,2023-03-12 16:56:53
cus_00763,linkedin,email,camp_8,2023-03-26 16:52:38
cus_00764,twitter,email,camp_5,2025-05-09 14:43:03
cus_00765,email,referral,camp_2,2024-03-29 19:38:36
cus_00766,facebook,email,camp_7,2023-07-16 04:02:26
cus_00767,linkedin,referral,camp_8,2025-02-01 13:17:03
cus_00768,google,organic,camp_3,2023-06-09 08:44:40
cus_00769,linkedin,email,camp_5,2023-01-20 01:17:14
cus_00770,linkedin,email,camp_4,2025-06-10 18:39:55
cus_00771,linkedin,cpc,camp_5,2024-03-17 16:56:18
cus_00772,linkedin,organic,camp_3,2024-12-30 04:23:11
cus_00773,facebook,email,camp_7,2025-01-13 15:45:33
cus_00774,twitter,email,camp_7,2024-11-15 05:52:01
cus_00775,email,organic,camp_2,2024-06-13 06:26:16
cus_00776,linkedin,referral,camp_8,2023-10-14 09:34:32
cus_00777,linkedin,email,camp_10,2023-03-21 19:27:46
cus_00778,linkedin,cpc,camp_8,2024-01-28 05:04:35
cus_00779,twitter,email,camp_10,2025-01-12 03:02:06
cus_00780,google,cpc,camp_7,2023-06-27 05:28:36
cus_00781,google,cpc,camp_9,2023-04-12 12:10:47
cus_00782,facebook,email,camp_9,2024-09-14 11:27:22
cus_00783,google,email,camp_7,2025-02-02 21:38:26
cus_00784,linkedin,cpc,camp_9,2023-04-26 01:59:00
cus_00785,linkedin,organic,camp_1,2025-06-15 08:54:28
cus_00786,linkedin,organic,camp_6,2023-03-25 06:41:28
cus_00787,facebook,email,camp_9,2023-08-24 16:47:34
cus_00788,linkedin,referral,camp_10,2023-08-20 18:29:20
cus_00789,google,organic,camp_2,2025-05-24 08:10:51
cus_00790,twitter,email,camp_2,2024-04-16 23:48:32
cus_00791,twitter,organic,camp_4,2023-05-13 07:46:27
cus_00792,email,referral,camp_6,2024-01-21 13:13:46
cus_00793,google,email,camp_3,2023-07-04 00:11:39
cus_00794,linkedin,referral,camp_10,2025-05-16 22:28:14
cus_00795,twitter,email,camp_1,2024-10-08 12:05:31
cus_00796,google,referral,camp_10,2023-12-17 14:13:34
cus_00797,twitter,organic,camp_7,2025-03-22 18:54:58
cus_00798,linkedin,organic,camp_6,2024-08-13 21:31:14
cus_00799,twitter,referral,camp_7,2024-11-30 20:23:47
cus_00800,email,referral,camp_2,2024-11-18 17:50:07
cus_00801,email,referral,camp_1,2024-04-06 22:07:41
cus_00802,twitter,email,camp_2,2025-07-03 05:48:26
cus_00803,google,organic,camp_5,2024-10-28 03:56:06
cus_00804,google,email,camp_4,2024-04-19 09:24:02
cus_00805,google,organic,camp_9,2025-06-02 08:02:35
cus_00806,twitter,cpc,camp_9,2023-04-04 13:32:54
cus_00807,google,email,camp_9,2023-06-04 03:41:44
cus_00808,linkedin,organic,camp_10,2023-11-19 18:53:40
cus_00809,email,organic,camp_10,2023-11-24 19:35:22
cus_00810,linkedin,email,camp_4,2024-02-16 02:43:21
cus_00811,google,email,camp_8,2023-05-07 02:53:17
cus_00812,linkedin,organic,camp_6,2023-09-01 23:30:46
cus_00813,google,email,camp_7,2024-01-08 14:49:19
cus_00814,twitter,referral,camp_8,2023-09-28 00:14:19
cus_00815,linkedin,email,camp_10,2025-05-07 11:45:45
cus_00816,twitter,email,camp_9,2023-04-27 14:37:16
cus_00817,twitter,email,camp_3,2023-09-01 03:57:32
cus_00818,facebook,organic,camp_6,2023-01-05 03:45:29
cus_00819,google,referral,camp_1,2024-09-26 14:38:20
cus_00820,email,cpc,camp_8,2024-11-30 19:59:43
cus_00821,google,cpc,camp_2,2025-07-11 10:53:09
cus_00822,email,referral,camp_5,2024-12-30 23:36:25
cus_00823,google,referral,camp_7,2024-03-28 10:56:00
cus_00824,twitter,referral,camp_2,2023-02-20 16:54:07
cus_00825,linkedin,organic,camp_2,2023-12-26 14:03:34
cus_00826,linkedin,cpc,camp_3,2024-03-23 13:19:43
cus_00827,facebook,referral,camp_6,2024-03-15 04:30:17
cus_00828,email,organic,camp_5,2024-12-06 07:30:53
cus_00829,email,cpc,camp_6,2023-04-21 13:46:25
cus_00830,email,email,camp_8,2023-12-29 14:40:12
cus_00831,twitter,organic,camp_4,2024-02-15 23:18:40
cus_00832,email,cpc,camp_9,2025-07-05 04:56:58
cus_00833,linkedin,organic,camp_8,2023-11-04 07:14:05
cus_00834,twitter,cpc,camp_6,2024-10-22 10:19:46
cus_00835,google,cpc,camp_8,2023-06-28 07:10:14
cus_00836,email,email,camp_2,2025-04-25 22:45:25
cus_00837,email,organic,camp_8,2023-12-16 05:30:13
cus_00838,google,referral,camp_8,2023-08-20 10:43:38
cus_00839,email,email,camp_6,2024-02-17 15:29:46
cus_00840,google,email,camp_2,2023-08-09 22:57:11
cus_00841,twitter,cpc,camp_5,2023-04-21 22:21:06
cus_00842,linkedin,referral,camp_1,2023-04-03 15:28:02
cus_00843,google,organic,camp_2,2023-09-15 18:02:59
cus_00844,facebook,referral,camp_1,2024-04-22 20:35:58
cus_00845,google,referral,camp_6,2025-07-13 08:50:58
cus_00846,email,referral,camp_2,2025-06-03 05:34:36
cus_00847,twitter,referral,camp_3,2024-03-24 08:10:57
cus_00848,twitter,referral,camp_4,2024-11-13 04:49:38
cus_00849,google,cpc,camp_9,2023-07-13 04:14:25
cus_00850,linkedin,cpc,camp_3,2024-12-29 02:19:36
cus_00851,facebook,email,camp_9,2024-04-17 09:20:28
cus_00852,twitter,cpc,camp_3,2024-09-17 06:36:18
cus_00853,email,email,camp_6,2024-02-27 22:04:25
cus_00854,email,email,camp_9,2025-02-16 10:57:18
cus_00855,linkedin,organic,camp_7,2025-04-18 19:58:18
cus_00856,twitter,referral,camp_8,2025-02-06 02:01:12
cus_00857,google,cpc,camp_4,2024-11-11 00:50:00
cus_00858,email,organic,camp_7,2023-05-05 23:05:22
cus_00859,linkedin,cpc,camp_3,2023-03-03 22:07:03
cus_00860,twitter,email,camp_3,2024-11-02 03:11:45
cus_00861,twitter,cpc,camp_7,2024-05-15 17:01:10
cus_00862,twitter,referral,camp_7,2024-01-24 22:23:31
cus_00863,twitter,email,camp_1,2023-02-10 04:18:47
cus_00864,twitter,email,camp_10,2023-05-22 20:54:47
cus_00865,email,organic,camp_4,2023-12-22 14:55:14
cus_00866,linkedin,referral,camp_8,2025-06-12 12:58:37
cus_00867,twitter,email,camp_10,2025-07-01 01:31:45
cus_00868,facebook,referral,camp_7,2023-02-02 05:26:47
cus_00869,facebook,cpc,camp_7,2024-02-23 16:05:57
cus_00870,linkedin,referral,camp_1,2025-06-14 04:02:41
cus_00871,google,email,camp_4,2023-03-04 11:56:43
cus_00872,google,organic,camp_4,2023-09-30 03:35:01
cus_00873,google,email,camp_5,2024-12-31 21:32:31
cus_00874,facebook,referral,camp_2,2025-03-17 04:22:27
cus_00875,google,referral,camp_10,2024-11-17 23:30:25
cus_00876,email,email,camp_2,2024-03-08 02:25:43
cus_00877,twitter,referral,camp_9,2023-10-09 22:24:20
cus_00878,facebook,cpc,camp_3,2025-06-28 06:40:12
cus_00879,linkedin,email,camp_6,2024-11-08 02:58:12
cus_00880,linkedin,organic,camp_6,2025-02-02 20:51:59
cus_00881,twitter,email,camp_4,2023-05-22 17:45:48
cus_00882,facebook,cpc,camp_8,2024-12-31 03:15:27
cus_00883,google,cpc,camp_2,2024-06-24 12:55:42
cus_00884,google,cpc,camp_5,2024-09-26 08:19:13
cus_00885,email,cpc,camp_8,2024-06-01 18:38:15
cus_00886,email,cpc,camp_9,2024-05-13 17:55:09
cus_00887,google,organic,camp_6,2023-06-12 11:45:58
cus_00888,linkedin,referral,camp_10,2023-09-07 19:59:06
cus_00889,linkedin,cpc,camp_7,2024-05-27 07:58:18
cus_00890,email,cpc,camp_10,2024-10-01 11:14:28
cus_00891,twitter,email,camp_7,2025-02-08 16:25:26
cus_00892,google,organic,camp_10,2024-03-23 17:32:17
cus_00893,email,organic,camp_2,2024-09-14 01:56:31
cus_00894,email,referral,camp_6,2025-05-04 13:05:17
cus_00895,google,organic,camp_6,2023-02-27 00:10:05
cus_00896,google,email,camp_8,2024-12-07 13:08:20
cus_00897,linkedin,email,camp_10,2023-05-17 19:06:25
cus_00898,twitter,referral,camp_3,2024-05-03 14:02:58
cus_00899,twitter,email,camp_5,2024-01-28 02:06:40
cus_00900,google,cpc,camp_10,2024-05-17 04:31:13
cus_00901,facebook,cpc,camp_10,2023-06-30 01:52:13
cus_00902,email,email,camp_2,2024-09-19 20:44:17
cus_00903,email,referral,camp_3,2025-03-10 09:32:19
cus_00904,google,organic,camp_6,2023-01-02 18:54:53
cus_00905,facebook,referral,camp_2,2025-04-22 21:21:19
cus_00906,linkedin,organic,camp_4,2024-12-18 15:43:35
cus_00907,google,email,camp_5,2024-10-03 22:59:10
cus_00908,google,email,camp_2,2023-03-26 04:52:29
cus_00909,email,cpc,camp_3,2023-10-19 09:35:02
cus_00910,google,organic,camp_6,2025-03-16 08:49:17
cus_00911,google,referral,camp_3,2024-07-16 00:06:43
cus_00912,google,email,camp_9,2025-02-13 09:10:11
cus_00913,email,referral,camp_7,2024-11-17 16:28:52
cus_00914,linkedin,cpc,camp_7,2023-03-22 04:13:35
cus_00915,linkedin,organic,camp_10,2023-11-13 05:12:04
cus_00916,google,organic,camp_3,2024-02-19 20:34:41
cus_00917,email,email,camp_10,2025-05-03 04:23:32
cus_00918,linkedin,organic,camp_7,2023-07-23 12:31:37
