charge_id,invoice_id,customer_id,subscription_id,amount,currency,status,paid,failure_code,failure_message,attempt,created
ch_fqpa5ga0qvva2j,in_gzffaoejrktbo2,cus_00213,sub_9zr3rzn9l3h03z,2900,usd,succeeded,True,,,1,2025-03-01 00:00:00
ch_lug6kijcgt1b76,in_lyuawg8p5wqfyr,cus_00213,sub_9zr3rzn9l3h03z,2900,usd,succeeded,True,,,1,2025-03-01 00:58:00
ch_wl11miy0jh5in6,in_mkfa2lw8e9s1t7,cus_00214,sub_o9x49tmy91otkz,19900,usd,succeeded,True,,,1,2023-08-30 00:00:00
ch_j1kxcfyhxs8x10,in_p4gbx4tvqygzjk,cus_00214,sub_o9x49tmy91otkz,19900,usd,succeeded,True,,,1,2023-09-01 00:01:00
ch_51uupmf054rzrw,in_iwtrnxxvkb363a,cus_00214,sub_o9x49tmy91otkz,19900,usd,succeeded,True,,,1,2023-10-01 00:46:00
ch_e8a4t7rdekqufn,in_19sg6byhadcbug,cus_00214,sub_o9x49tmy91otkz,19900,usd,succeeded,True,,,1,2023-11-01 00:11:00
ch_xf870bthesqz76,in_9256gkfmyn6sbr,cus_00214,sub_o9x49tmy91otkz,19900,usd,succeeded,True,,,1,2023-12-01 00:21:00
ch_a0i988pcpapxji,in_ljvhjfk6olgjjg,cus_00214,sub_o9x49tmy91otkz,19900,usd,failed,False,card_declined,Your card was declined.,1,2024-01-01 00:00:00
ch_86w7bzajghmkm8,in_ljvhjfk6olgjjg,cus_00214,sub_o9x49tmy91otkz,19900,usd,succeeded,True,,,2,2024-01-02 00:00:00
ch_iuxwuzxmrtrtxd,in_19ei38yxedk0i0,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-03-01 00:21:00
ch_uufml00ml2nydg,in_1p0gez4fiked9y,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-04-01 00:49:00
ch_8x8v48uyfo7hhz,in_a45o345ftp4u2k,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-05-01 00:27:00
ch_bielvmh9hh4c0m,in_xtv8231l2slxym,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-06-06 00:00:00
ch_qpng7x0aey9086,in_rmqi3c37we6716,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-07-01 00:24:00
ch_btld41ta4aymrc,in_dpt3ry6mxt7e81,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-08-01 00:22:00
ch_397ahu0wu1vzyp,in_lt8cwd1d1le9yc,cus_00214,sub_u24zqfezkfh00a,19900,usd,failed,False,processing_error,A processing error occurred.,1,2024-09-01 00:00:00
ch_wm6y6j11nh94al,in_cu58xzudg5gyxv,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-10-01 00:52:00
ch_koyooj3jx7evc1,in_mx5b1ha3nt0yt2,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-11-01 00:06:00
ch_elmlfivudemra9,in_n5wr9l6oafazhu,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2024-12-01 00:56:00
ch_9835ahins19ukb,in_gjkf6ozlr9gged,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2025-01-06 00:00:00
ch_5igegj8iajdge2,in_a2n2yh00viyll2,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2025-02-01 00:25:00
ch_odv361w0pn4qfo,in_m0g9kdudpe0ctf,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2025-03-01 00:52:00
ch_4yb4r8ocfssw96,in_yanv5ksdhjojcq,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2025-04-01 00:33:00
ch_pmr42umh95sx11,in_cgowm8v4pvkfn6,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2025-05-01 00:03:00
ch_quvbl2vgpmu517,in_c923lurz41egjy,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2025-06-01 00:12:00
ch_xvkci5xwwb95w7,in_9rfqpvw7zncij2,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2025-07-01 00:06:00
ch_yslcjnio8zictb,in_c5i8h912a4hhdp,cus_00214,sub_u24zqfezkfh00a,19900,usd,succeeded,True,,,1,2025-08-01 00:16:00
ch_oq5q0ln2r0nzsp,in_usarw1s8wexcrh,cus_00215,sub_9ygcmr8esmpf0i,2900,usd,succeeded,True,,,1,2025-07-01 00:34:00
ch_u4dwc9bl4ovd38,in_a2rz6bzd8g2tuy,cus_00215,sub_8xny2x15xjxnec,9900,usd,succeeded,True,,,1,2025-08-01 00:05:00
ch_cxmkil5k7id70m,in_r3yhsevsiiney0,cus_00216,sub_uuj02grxpudc62,9900,usd,succeeded,True,,,1,2025-04-01 00:41:00
ch_uhgfai4mwru4nl,in_uvv7wao58jftds,cus_00216,sub_uuj02grxpudc62,9900,usd,succeeded,True,,,1,2025-05-01 00:53:00
ch_lcoy4xcqr5uwky,in_gv1of6bcwfo7rd,cus_00216,sub_2tc4t3x1hxe5za,19900,usd,succeeded,True,,,1,2025-07-01 00:04:00
ch_zxqcxn9b25gmz7,in_k2c6es3ugp6153,cus_00217,sub_xdj1dek8g9xib8,19900,usd,succeeded,True,,,1,2025-05-01 00:49:00
ch_1evgvtn77rqd41,in_ak6g0henr5sovi,cus_00218,sub_zs9mthd3igk38v,9900,usd,succeeded,True,,,1,2025-02-01 00:36:00
ch_bpscmqcneqcept,in_ph3kkzwdt9uk3j,cus_00219,sub_0ptjxfq8y7fhwj,9900,usd,succeeded,True,,,1,2025-04-01 00:50:00
ch_hessw0yy9f788u,in_q9xunaihs87auq,cus_00219,sub_0ptjxfq8y7fhwj,9900,usd,succeeded,True,,,1,2025-05-01 00:54:00
ch_hhm1not8sis9p2,in_tm4gvvsdzah224,cus_00219,sub_0ptjxfq8y7fhwj,9900,usd,succeeded,True,,,1,2025-06-01 00:18:00
ch_x99zfe8diy9d9m,in_enlytcctwdpya1,cus_00220,sub_vpf9pavcedtcxn,19900,usd,succeeded,True,,,1,2024-02-01 00:57:00
ch_r9tvo5cqpowjw6,in_wby97hm84b5qlh,cus_00220,sub_vpf9pavcedtcxn,19900,usd,succeeded,True,,,1,2024-03-06 00:00:00
ch_ewnt0himahnbgs,in_6ynqnxwpf3yzvu,cus_00220,sub_vpf9pavcedtcxn,19900,usd,succeeded,True,,,1,2024-04-01 00:20:00
ch_ic7ebkm7qxidar,in_lct9y1c9s3wr17,cus_00220,sub_vpf9pavcedtcxn,19900,usd,succeeded,True,,,1,2024-05-15 00:00:00
ch_gdvtlinz8gmmtf,in_atn8sc1a1182lp,cus_00220,sub_vpf9pavcedtcxn,19900,usd,succeeded,True,,,1,2024-06-01 00:50:00
ch_i02ftx73762g9s,in_hsfs34sq8g5nic,cus_00220,sub_vpf9pavcedtcxn,19900,usd,succeeded,True,,,1,2024-07-01 00:51:00
ch_ki70gtwgd7iww7,in_qywsbzh4822swt,cus_00220,sub_vpf9pavcedtcxn,19900,usd,failed,False,expired_card,Card expired.,1,2024-08-01 00:00:00
ch_t5l21iql5kuzix,in_7coj1c5bfb47g5,cus_00220,sub_vpf9pavcedtcxn,19900,usd,succeeded,True,,,1,2024-09-01 00:23:00
ch_kc1avee1oawvfe,in_uszg9uhx0zudqj,cus_00220,sub_vpf9pavcedtcxn,19900,usd,succeeded,True,,,1,2024-10-01 00:07:00
ch_1os3ly7n23znhn,in_akk70oz3zk2hac,cus_00221,sub_d9i82es5v3dmuk,2900,usd,succeeded,True,,,1,2024-03-01 00:50:00
ch_g7ykovfzkijnvl,in_squla39kdsxdk2,cus_00221,sub_d9i82es5v3dmuk,2900,usd,succeeded,True,,,1,2024-04-01 00:11:00
ch_tfocs5labeul52,in_ghsn6mafyb0qf7,cus_00221,sub_d9i82es5v3dmuk,2900,usd,succeeded,True,,,1,2024-05-01 00:50:00
ch_kopoh90emiu2dg,in_e63z1a2h02ioiv,cus_00222,sub_g8om08tv4reasf,2900,usd,succeeded,True,,,1,2024-06-01 00:33:00
ch_1xnwkxzapww8h5,in_7vjz16bluji2zz,cus_00222,sub_g8om08tv4reasf,2900,usd,succeeded,True,,,1,2024-07-01 00:47:00
ch_otufsbcljw4rbx,in_io5w5d8qba3jp1,cus_00222,sub_xn1ypqpmqk8sz7,19900,usd,succeeded,True,,,1,2024-08-01 00:52:00
ch_oy48fmva687z8r,in_xw8hsl8jpdvf47,cus_00222,sub_xn1ypqpmqk8sz7,19900,usd,failed,False,card_declined,Your card was declined.,1,2024-09-01 00:00:00
ch_r1x0dhadeqvzkl,in_ks77e8q4tuhw75,cus_00222,sub_xn1ypqpmqk8sz7,19900,usd,succeeded,True,,,1,2024-10-01 00:16:00
ch_b95n9gzw4rdr8f,in_qthegvp6u3t78h,cus_00223,sub_oldc08fc0tr58p,2900,usd,succeeded,True,,,1,2025-01-24 00:00:00
ch_98melqztv7l07e,in_tl8xt5cmevc3y2,cus_00224,sub_yyteag3aptm9x7,9900,usd,succeeded,True,,,1,2025-08-01 00:05:00
ch_o72u6op23bqg3e,in_cx9vd6haw6fkp4,cus_00225,sub_5sic4s8pnne6it,9900,usd,succeeded,True,,,1,2025-07-01 00:40:00
ch_cdnrwrci7xswag,in_3aeivzpyku5rhi,cus_00226,sub_awo778s6764caq,9900,usd,succeeded,True,,,1,2024-05-01 00:16:00
ch_xjiqihu8jfqc2v,in_jma4w77a79f39h,cus_00226,sub_awo778s6764caq,9900,usd,succeeded,True,,,1,2024-06-01 00:16:00
ch_orfh0o3ujlvmy4,in_6zlx2r36l79nyp,cus_00226,sub_awo778s6764caq,9900,usd,succeeded,True,,,1,2024-07-01 00:28:00
ch_fz0wwr850itwz3,in_v4a4ipvwop786c,cus_00226,sub_awo778s6764caq,9900,usd,succeeded,True,,,1,2024-08-13 00:00:00
ch_h1sij57nbfb6tf,in_ijepzz9ndxhf1f,cus_00227,sub_gmdrdsferfxiok,9900,usd,succeeded,True,,,1,2024-07-01 00:50:00
ch_ctevwt6rodnmsa,in_lnyycgsnmokbks,cus_00227,sub_gmdrdsferfxiok,9900,usd,succeeded,True,,,1,2024-08-01 00:57:00
ch_xgyltmtgdgs8th,in_xwdsb99ocgchqv,cus_00227,sub_gmdrdsferfxiok,9900,usd,succeeded,True,,,1,2024-09-01 00:20:00
ch_ibzxabld1gvknz,in_ljdid7ug5qigf6,cus_00228,sub_dp4fmpm5hgbo06,9900,usd,succeeded,True,,,1,2024-10-01 00:23:00
ch_vvr2d3zthihpmx,in_rvq8mlxskoudfk,cus_00228,sub_dp4fmpm5hgbo06,9900,usd,succeeded,True,,,1,2024-12-16 00:00:00
ch_b3tt23mcgvtzth,in_721cmeezfe4wdr,cus_00228,sub_rye12o003e82em,9900,usd,succeeded,True,,,1,2025-01-01 00:02:00
ch_65asv82crg7a1z,in_zdspiknyx2a5am,cus_00228,sub_rye12o003e82em,9900,usd,succeeded,True,,,1,2025-02-01 00:14:00
ch_udjjp19b4gm0wv,in_6oftg1lmslgelj,cus_00229,sub_m90pkr1ifsi159,9900,usd,succeeded,True,,,1,2025-05-08 00:00:00
ch_xh5bjtm9qgb79x,in_ggdiywfzdss587,cus_00229,sub_zsg9vwieb97pwd,9900,usd,succeeded,True,,,1,2025-07-01 00:11:00
ch_zrplxvrfpnr6ba,in_m98lnx8ignb92q,cus_00229,sub_zsg9vwieb97pwd,9900,usd,succeeded,True,,,1,2025-08-01 00:56:00
ch_kx3m0n4f56py48,in_edvlzn3x1osg1q,cus_00230,sub_9hpcpbdn7zi6ga,19900,usd,failed,False,insufficient_funds,Insufficient funds.,1,2025-01-01 00:00:00
ch_hqga5tzk8rn2w3,in_ajhko73r024srr,cus_00230,sub_9hpcpbdn7zi6ga,19900,usd,succeeded,True,,,1,2025-03-01 00:16:00
ch_jdias12pbfmvdu,in_mnv2kf2runvr16,cus_00230,sub_9hpcpbdn7zi6ga,19900,usd,succeeded,True,,,1,2025-04-06 00:00:00
ch_zaxrxk0c60ue1q,in_1syj4645yu4ozy,cus_00231,sub_kvpjrmeyy1em30,2900,usd,succeeded,True,,,1,2025-01-01 00:26:00
ch_pbq3jklqjexgfv,in_iz4321lwcuyflj,cus_00231,sub_kvpjrmeyy1em30,2900,usd,succeeded,True,,,1,2025-02-01 00:15:00
ch_pu3qt7c0yp1usa,in_ctn9v7sczm3zvl,cus_00231,sub_ddwvb853gqd7wk,9900,usd,failed,False,processing_error,A processing error occurred.,1,2025-07-01 00:00:00
ch_f2nco4kw0fv207,in_nrsfu0v9l1r6qs,cus_00231,sub_ddwvb853gqd7wk,9900,usd,succeeded,True,,,1,2025-08-01 00:11:00
ch_7lw6s8q8nx4ln1,in_4zbhdcfoi5nv1r,cus_00232,sub_bgtj54696qz6cp,2900,usd,succeeded,True,,,1,2025-05-01 00:37:00
ch_mg7zt9mbthp3e3,in_umhwfu9t18xwbk,cus_00232,sub_bgtj54696qz6cp,2900,usd,succeeded,True,,,1,2025-06-06 00:00:00
ch_yu3lnpc7k2i00j,in_6jea1jzdz1swfq,cus_00233,sub_zebu2y0oy58f1n,9900,usd,succeeded,True,,,1,2025-07-01 00:52:00
ch_fn7sobvoefbgye,in_90nzdb39esxfed,cus_00234,sub_gfhz52qzskhztg,2900,usd,failed,False,card_declined,Your card was declined.,1,2025-02-01 00:00:00
ch_jgd5622as894f7,in_smorszrenenepr,cus_00234,sub_gfhz52qzskhztg,2900,usd,succeeded,True,,,1,2025-03-01 00:01:00
ch_upx7wn10wcxycy,in_ba0n68extx5h0r,cus_00234,sub_gfhz52qzskhztg,2900,usd,succeeded,True,,,1,2025-04-01 00:19:00
ch_fnwslo57pm2ksk,in_jnyhpizctvp34q,cus_00234,sub_gfhz52qzskhztg,2900,usd,succeeded,True,,,1,2025-05-01 00:53:00
ch_5fblkark761jfa,in_gbmje9hh5gy1qx,cus_00234,sub_57j2xi3tamvncz,9900,usd,succeeded,True,,,1,2025-06-01 00:03:00
ch_ogwsetyf95azdf,in_3lvfzr4xxn3yd0,cus_00234,sub_57j2xi3tamvncz,9900,usd,succeeded,True,,,1,2025-07-01 00:30:00
ch_as5lu8v2blznxa,in_d0grvsnuowcd75,cus_00234,sub_57j2xi3tamvncz,9900,usd,succeeded,True,,,1,2025-08-01 00:02:00
ch_v7vcpashw3dngv,in_0kg71bq6jdqyma,cus_00235,sub_k9wam0kjax57u0,2900,usd,succeeded,True,,,1,2025-05-01 00:03:00
ch_phen6x2w66y0qc,in_39dxe41fj9vicm,cus_00235,sub_k9wam0kjax57u0,2900,usd,succeeded,True,,,1,2025-06-01 00:13:00
ch_bjzy8kyw2p0zr5,in_tmmoj0pnepbghi,cus_00236,sub_t3hju31fi0n6dg,2900,usd,succeeded,True,,,1,2024-12-01 00:59:00
ch_u6rf2sfna4h07n,in_14jlhcw8r69d34,cus_00236,sub_t3hju31fi0n6dg,2900,usd,succeeded,True,,,1,2025-01-29 00:00:00
ch_mf62547mzxcbzt,in_k98pfine982vhf,cus_00236,sub_t3hju31fi0n6dg,2900,usd,succeeded,True,,,1,2025-02-01 00:37:00
ch_bbs4wd9eboubij,in_9br2resd0uusas,cus_00236,sub_t3hju31fi0n6dg,2900,usd,succeeded,True,,,1,2025-03-01 00:04:00
ch_wefc1p0w0s3j4a,in_859o3q2s7vz42p,cus_00236,sub_t3hju31fi0n6dg,2900,usd,succeeded,True,,,1,2025-04-01 00:01:00
ch_91r4l1d7kadc5r,in_rucvjglyxcrhy9,cus_00236,sub_kl53ygfpqxo0e1,2900,usd,succeeded,True,,,1,2025-06-01 00:55:00
ch_mtvetn3gujs4os,in_25ecrilmyk50py,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2023-06-01 00:31:00
ch_vkn64cl4qpueh1,in_koxtjpiwtuxdp8,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2023-07-01 01:00:00
ch_5fpzqw7esj7a8f,in_erdnql8dlrlqbd,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2023-08-01 00:43:00
ch_iihefog5wj60lz,in_tegavjbs6e9qyr,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2023-09-01 00:27:00
ch_d5otw4grx4049r,in_npyevq2woy7ph5,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2023-10-01 00:27:00
ch_9ks98qi29etqm4,in_rjw2jy564cl1gp,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2023-11-01 00:32:00
ch_a87l0n9nwejf7i,in_q9xlgd2kzc3xj6,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2023-12-01 00:25:00
ch_ptyxrfuuvnv295,in_etcps99ilijge6,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2024-01-01 00:36:00
ch_qadc13vu0bi7n7,in_vrtw8ijfs14vyw,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2024-02-01 00:29:00
ch_lrftlzlkkvs9vy,in_pa3u5ikzn44ujn,cus_00237,sub_31xbidfwa88d0m,9900,usd,succeeded,True,,,1,2024-03-01 00:05:00
ch_23rh5lajazucx0,in_h075koc463nfzo,cus_00238,sub_upflfcywe3dks4,2900,usd,succeeded,True,,,1,2025-01-01 01:00:00
ch_gqhc3hs3xr5lp2,in_vl2drghvvq4k3h,cus_00238,sub_fpmgp6ywk5jrnj,19900,usd,succeeded,True,,,1,2025-04-01 00:16:00
ch_345ojvzu74n72y,in_3mxoi7y72v0ekd,cus_00238,sub_fpmgp6ywk5jrnj,19900,usd,succeeded,True,,,1,2025-05-01 00:49:00
ch_ecj6ct073gua62,in_k938bz5n293jvj,cus_00238,sub_fpmgp6ywk5jrnj,19900,usd,succeeded,True,,,1,2025-06-01 00:46:00
ch_gj0z1g2lk9bmkw,in_qhgenypv1yzsxh,cus_00239,sub_ffq293ep0fle1m,2900,usd,succeeded,True,,,1,2025-08-01 00:01:00
ch_tfmnpgt71k4f2q,in_rrc8tr0obq1v5m,cus_00240,sub_o2m2xiprtt3nup,9900,usd,succeeded,True,,,1,2024-07-07 00:00:00
ch_83r6xrjg90mbb1,in_8ewk8nr3tqjkco,cus_00240,sub_o2m2xiprtt3nup,9900,usd,failed,False,insufficient_funds,Insufficient funds.,1,2024-08-01 00:00:00
ch_zj1pvpyh75ezm5,in_jhmpa5m21jyghp,cus_00240,sub_o2m2xiprtt3nup,9900,usd,succeeded,True,,,1,2024-09-01 00:50:00
ch_jznlfph1kt03v0,in_c2w7s3tzuej203,cus_00240,sub_o2m2xiprtt3nup,9900,usd,succeeded,True,,,1,2024-10-01 00:38:00
ch_iyy4bvrbeas5xs,in_jbukxpozrylyd8,cus_00240,sub_o2m2xiprtt3nup,9900,usd,succeeded,True,,,1,2024-11-01 00:08:00
ch_ci8pi0h5x19bbd,in_tfy0lbom56ccee,cus_00240,sub_o2m2xiprtt3nup,9900,usd,succeeded,True,,,1,2024-12-01 00:10:00
ch_cgnm3gajskxc0c,in_m5kaw8jmhjpn5h,cus_00240,sub_o2m2xiprtt3nup,9900,usd,succeeded,True,,,1,2025-01-07 00:00:00
ch_rxb8xf9as323df,in_sfhs1gqedswxty,cus_00240,sub_a9au87cm453kf4,9900,usd,succeeded,True,,,1,2025-06-01 00:45:00
ch_9w48u15cotr1j5,in_16e10ebo6u4g73,cus_00241,sub_e8zna8nzxc45bn,19900,usd,succeeded,True,,,1,2025-02-07 00:00:00
ch_b95vbbqiu7w7gs,in_cdezvlv1t4deko,cus_00242,sub_o1qfs8q0pxaecx,2900,usd,succeeded,True,,,1,2025-06-13 00:00:00
ch_9pvsblvqrehar6,in_e8ae97hys5qzdi,cus_00242,sub_o1qfs8q0pxaecx,2900,usd,succeeded,True,,,1,2025-06-07 00:00:00
ch_yekzyz7w2g0v02,in_3u8q3q4tjkrz9o,cus_00243,sub_3y5t37szpf9s9e,9900,usd,succeeded,True,,,1,2023-11-01 00:28:00
ch_u4v7rhtgbjamh0,in_t3bm6pe3xhtlsx,cus_00243,sub_3y5t37szpf9s9e,9900,usd,succeeded,True,,,1,2023-12-01 00:03:00
ch_36dypkn69bdh5r,in_whmfmvf4ha28lx,cus_00243,sub_3y5t37szpf9s9e,9900,usd,succeeded,True,,,1,2024-01-07 00:00:00
ch_t3z7floutsg8fd,in_goefqbki13y6yf,cus_00243,sub_3y5t37szpf9s9e,9900,usd,succeeded,True,,,1,2024-02-01 00:58:00
ch_hmh50gk5czczmz,in_bvpdgzty678nlv,cus_00243,sub_3y5t37szpf9s9e,9900,usd,succeeded,True,,,1,2024-03-01 00:23:00
ch_emljyoamnwg0n8,in_00kg8ijilo6s0v,cus_00243,sub_9vcyrxonbnpjdn,19900,usd,succeeded,True,,,1,2024-05-01 00:21:00
ch_ngbc1zru9f6pzd,in_c71x0m8r8vugbe,cus_00243,sub_9vcyrxonbnpjdn,19900,usd,succeeded,True,,,1,2024-06-01 00:42:00
ch_fvdrw2ing1ftob,in_7hehvd5a7f9cmh,cus_00243,sub_9vcyrxonbnpjdn,19900,usd,succeeded,True,,,1,2024-07-01 00:14:00
ch_wqw4zyqjn32dkn,in_ddfk9okjxwosft,cus_00243,sub_9vcyrxonbnpjdn,19900,usd,succeeded,True,,,1,2024-08-01 00:13:00
ch_kwtnkfn90lz4no,in_ls0an97kiiopke,cus_00243,sub_9vcyrxonbnpjdn,19900,usd,succeeded,True,,,1,2024-09-01 00:59:00
ch_zwv6mi3glb04qm,in_491gsued6v5z3a,cus_00243,sub_9vcyrxonbnpjdn,19900,usd,succeeded,True,,,1,2024-10-08 00:00:00
ch_vc4325gxqtkn8f,in_l42z10g567aq1c,cus_00244,sub_cv1ltwbj9uu2bl,9900,usd,succeeded,True,,,1,2024-11-01 00:40:00
ch_g1ll26wpib83hv,in_i1v8smwvt007gc,cus_00245,sub_slomeyl6ss1a2r,9900,usd,succeeded,True,,,1,2024-09-01 00:51:00
ch_ty44z4aq3b9wph,in_vl74c5zg83rx5l,cus_00246,sub_ycw8ihyfz9s9vs,2900,usd,succeeded,True,,,1,2025-08-01 00:46:00
ch_l6fvdzl1ubujoh,in_d0wrzrnkwxfuhb,cus_00247,sub_w7bzyi9v8u9da1,2900,usd,succeeded,True,,,1,2025-03-01 00:53:00
ch_dvc5nkdhsncxbc,in_qcxp19z0v0fjps,cus_00247,sub_w7bzyi9v8u9da1,2900,usd,succeeded,True,,,1,2025-04-14 00:00:00
ch_0e653nup3qpye3,in_7lw00d222k2zeu,cus_00247,sub_w7bzyi9v8u9da1,2900,usd,succeeded,True,,,1,2025-05-01 00:22:00
ch_4mfuyhtpmw9mgq,in_u429kwukbfe5yw,cus_00248,sub_qgkcumczq991p7,9900,usd,succeeded,True,,,1,2025-04-01 00:50:00
ch_hgbkcon3wlqy1f,in_p8xt9gw50qhzfl,cus_00248,sub_owypswldoq59b9,9900,usd,succeeded,True,,,1,2025-06-01 00:34:00
ch_jshk0fy6e98ifm,in_iy76befrdv64ez,cus_00248,sub_owypswldoq59b9,9900,usd,succeeded,True,,,1,2025-07-01 00:10:00
ch_ktqmj6am0513xj,in_y72qf2kt9jjcmh,cus_00248,sub_owypswldoq59b9,9900,usd,succeeded,True,,,1,2025-08-01 00:56:00
ch_hfbsz91nok9bsq,in_wbuuz2h806m6g5,cus_00249,sub_a4kfocnqdqx6qd,19900,usd,succeeded,True,,,1,2025-02-01 00:51:00
ch_4ysf48955ixc82,in_px8i2tkwcb3gjw,cus_00249,sub_a4kfocnqdqx6qd,19900,usd,failed,False,card_declined,Your card was declined.,1,2025-03-01 00:00:00
ch_qbizmpxo1h34ag,in_px8i2tkwcb3gjw,cus_00249,sub_a4kfocnqdqx6qd,19900,usd,succeeded,True,,,2,2025-03-03 00:00:00
ch_p8g8oef28tp0rg,in_uwv2p4e051bsai,cus_00249,sub_a4kfocnqdqx6qd,19900,usd,succeeded,True,,,1,2025-04-01 00:07:00
ch_xd3jq2n4qc54yi,in_iddvzz1869g492,cus_00249,sub_a4kfocnqdqx6qd,19900,usd,succeeded,True,,,1,2025-05-01 00:14:00
ch_69ctfad6i8p28b,in_h0f8qog4hnn7fl,cus_00249,sub_a4kfocnqdqx6qd,19900,usd,succeeded,True,,,1,2025-06-01 00:06:00
ch_orxmom5zxnkli2,in_t7irv1qyxw0cms,cus_00250,sub_hll9rzrkbfqxlb,19900,usd,succeeded,True,,,1,2025-07-01 00:13:00
ch_p5d6rvkt0br5xh,in_zf6jdjv9uy2cz0,cus_00251,sub_9hha1pjgfjc5qp,2900,usd,succeeded,True,,,1,2025-06-13 00:00:00
ch_g8u6wk0hgq32mu,in_kscg8vnk8c9b56,cus_00251,sub_9hha1pjgfjc5qp,2900,usd,succeeded,True,,,1,2025-07-01 00:07:00
ch_jbcllhheiavlu0,in_z20bh2fcfhvy4b,cus_00252,sub_6m1fmpryfzmyoa,2900,usd,succeeded,True,,,1,2024-03-29 00:00:00
ch_78mzktoy211mvz,in_zc5gb2lgum8t03,cus_00253,sub_ufx3030a67rl2y,2900,usd,succeeded,True,,,1,2025-06-01 00:24:00
ch_w8b4gxede2zjhu,in_hh4kiwriqrpwfh,cus_00253,sub_ufx3030a67rl2y,2900,usd,succeeded,True,,,1,2025-07-01 00:38:00
ch_t7yepfx0r99lcq,in_1a7kgqe9xqvw7t,cus_00253,sub_ufx3030a67rl2y,2900,usd,succeeded,True,,,1,2025-08-01 00:39:00
ch_jr9mhcf7qrpnuv,in_3r98eezdmsrqco,cus_00254,sub_74wxub0gz1vhhg,9900,usd,succeeded,True,,,1,2024-12-01 00:31:00
ch_f7ldknj453rm2n,in_nd2c2fw5fqiooo,cus_00254,sub_kl3er9om3p9m7q,19900,usd,succeeded,True,,,1,2025-06-01 00:01:00
ch_slxk01kkil14uy,in_hu6f8pvmpnev8p,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2023-11-01 00:01:00
ch_p40469kb1zm9y2,in_sr66zt2s8794du,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2023-12-01 00:24:00
ch_wfy5wvfad1kb3p,in_1pz2qrutuh3pqp,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-01-13 00:00:00
ch_8xaxcfhcougsou,in_kk7a2wieeqk3im,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-02-01 00:27:00
ch_ab5kq0k1bdnk6s,in_lmn3fa4t7qnvz8,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-03-06 00:00:00
ch_sm1o695itdnuje,in_6s5cg01xgql16x,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-04-01 00:28:00
ch_qrur6m7v0qxtiw,in_orevbgg5nf2q0c,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-05-13 00:00:00
ch_3ajoturkdnlji9,in_rzv3u2gdkbx359,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-06-01 00:52:00
ch_q2oitdklz4785t,in_o9g1wp1o01ytqy,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-07-01 00:02:00
ch_vmharo9eskgxcl,in_y18ji2dbz5wb8h,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-08-01 00:06:00
ch_v7862p6k5asz6e,in_aolhz5v6o98ai8,cus_00255,sub_kxywz76dd4da7d,2900,usd,succeeded,True,,,1,2024-09-01 00:22:00
